ActivityStartDate,MonitoringLocationIdentifier,CharacteristicName,ResultMeasureValue,AU,Impaired,Segment,TMDL,geometry,USGSSite_No,Flow
2014-07-30,TCEQMAIN-11243,Escherichia coli,14,1004_01,Y,1004,1,"c(-95.3978, 30.2111)",NA,NA
2013-05-08,TCEQMAIN-20167,Escherichia coli,75,0202A_01,N,0202A,0,"c(-95.9852, 33.6819)",USGS-07332620,0.12
2016-04-12,TCEQMAIN-11423,Escherichia coli,360,2432A_01,Y,2432A,0,"c(-95.1822, 29.2618)",NA,NA
2014-03-25,TCEQMAIN-18759,Escherichia coli,20,1217F_01,N,1217F,0,"c(-97.7847, 30.9793)",NA,NA
2013-07-29,TCEQMAIN-13033,Escherichia coli,2000,2492A_01,Y,2492A,0,"c(-97.8325, 27.5377)",NA,NA
2017-04-03,TCEQMAIN-20724,Escherichia coli,640,1103B_01,Y,1103B,1,"c(-95.0783, 29.4528)",NA,NA
2017-03-21,TCEQMAIN-12517,Escherichia coli,63,1502_01,N,1502,0,"c(-96.1712, 28.9281)",USGS-08162600,21
2013-12-17,TCEQMAIN-16243,Escherichia coli,8,1806_06,N,1806,1,"c(-99.1416, 30.0448)",USGS-08166200,33.9
2016-10-24,TCEQMAIN-12407,Escherichia coli,29,1421_06,N,1421,0,"c(-100.342, 31.4689)",NA,NA
2018-03-13,TCEQMAIN-12558,Escherichia coli,8,1810_03,Y,1810,0,"c(-97.6996, 29.9415)",NA,NA
2015-03-10,TCEQMAIN-13543,Escherichia coli,110,1206_01,N,1206,0,"c(-97.9257, 32.6158)",USGS-08090800,140
2014-01-30,TCEQMAIN-11371,Escherichia coli,120,1016_02,Y,1016,1,"c(-95.3067, 29.9183)",USGS-08076000,31
2016-01-28,TCEQMAIN-13778,Escherichia coli,98,1016_02,Y,1016,1,"c(-95.4145, 29.9551)",USGS-08075900,24
2018-04-10,TCEQMAIN-10938,Escherichia coli,13,0806_01,N,0806,0,"c(-97.2889, 32.7523)",USGS-08048543,113
2018-10-22,TCEQMAIN-12980,Escherichia coli,1100,2107_01,Y,2107,0,"c(-98.2816, 28.6223)",USGS-08208000,78.2
2017-10-16,TCEQMAIN-17484,Escherichia coli,420,1014A_01,Y,1014A,1,"c(-95.691, 29.8451)",USGS-08072730,7.44
2018-11-28,TCEQMAIN-16017,Escherichia coli,130,0409_03,N,0409,0,"c(-94.9462, 32.7763)",NA,NA
2015-11-19,TCEQMAIN-11387,Escherichia coli,10,1017_04,Y,1017,1,"c(-95.3969, 29.775)",USGS-08074500,121
2012-10-10,TCEQMAIN-12879,Escherichia coli,88,1911_01,N,1911,1,"c(-98.0644, 28.9515)",USGS-08183500,284
2017-05-09,TCEQMAIN-14932,Escherichia coli,610,1804A_01,Y,1804A,0,"c(-97.9662, 29.6697)",NA,NA
2015-08-05,TCEQMAIN-21172,Escherichia coli,210,0214F_01,Y,0214F,0,"c(-98.6838, 33.9366)",NA,NA
2013-11-04,TCEQMAIN-15854,Escherichia coli,5800,1007B_01,Y,1007B,1,"c(-95.4672, 29.6788)",NA,NA
2013-11-05,TCEQMAIN-13543,Escherichia coli,41,1206_01,N,1206,0,"c(-97.9257, 32.6158)",USGS-08090800,21.1
2018-02-14,TCEQMAIN-16649,Escherichia coli,930,1007O_01,Y,1007O,1,"c(-95.3223, 29.7652)",NA,NA
2013-06-03,TCEQMAIN-11140,Escherichia coli,6900,1007B_01,Y,1007B,1,"c(-95.5282, 29.6727)",USGS-08074810,95.6
2018-01-10,TCEQMAIN-21436,Escherichia coli,86,1218D_01,Y,1218D,0,"c(-97.6894, 31.1052)",NA,NA
2015-11-18,TCEQMAIN-12904,Escherichia coli,1600,1911_09,Y,1911,1,"c(-98.4953, 29.4103)",USGS-08178000,25.7
2015-04-08,TCEQMAIN-12044,Escherichia coli,63,1257_01,N,1257,0,"c(-97.2973, 31.8122)",USGS-08093100,17.6
2015-06-18,TCEQMAIN-10972,Escherichia coli,610,0812_01,Y,0812,0,"c(-98.0787, 33.2933)",USGS-08042800,3580
2018-02-14,TCEQMAIN-13627,Escherichia coli,110,0604_05,N,0604,0,"c(-95.4311, 31.8924)",USGS-08032000,954
2018-09-18,TCEQMAIN-11907,Escherichia coli,78,1218_02,Y,1218,0,"c(-97.5795, 31.0666)",NA,NA
2013-10-08,TCEQMAIN-12293,Escherichia coli,31,1434_02,N,1434,0,"c(-97.1561, 30.0138)",USGS-08159500,125
2018-10-10,TCEQMAIN-14477,Escherichia coli,440,0611C_02,N,0611C,0,"c(-95.1606, 31.9769)",USGS-08034500,44.3
2018-02-13,TCEQMAIN-18370,Escherichia coli,44,0202F_01,Y,0202F,0,"c(-96.4811, 33.6503)",NA,NA
2013-08-21,TCEQMAIN-14237,Escherichia coli,920,1218_01,Y,1218,0,"c(-97.465, 31.0587)",USGS-08102595,NA
2018-05-30,TCEQMAIN-12857,Escherichia coli,120,1908_02,N,1908,0,"c(-98.7541, 29.8148)",NA,NA
2016-05-05,TCEQMAIN-16096,Escherichia coli,280,0604D_02,Y,0604D,0,"c(-95.1309, 31.2001)",NA,NA
2018-04-18,TCEQMAIN-18506,Escherichia coli,52,1105C_01,Y,1105C,0,"c(-95.3029, 29.2287)",NA,NA
2017-04-19,TCEQMAIN-14198,Escherichia coli,27,1906_01,N,1906,0,"c(-98.522, 29.2741)",NA,NA
2016-02-29,TCEQMAIN-11356,Escherichia coli,320,1014_01,Y,1014,1,"c(-95.5008, 29.7603)",NA,NA
2018-03-06,TCEQMAIN-15111,Escherichia coli,32,1806_07,N,1806,1,"c(-99.2263, 30.0675)",NA,NA
2015-06-17,TCEQMAIN-17257,Escherichia coli,9000,1428C_01,Y,1428C,1,"c(-97.5402, 30.2541)",NA,NA
2012-01-03,TCEQMAIN-12838,Escherichia coli,110,1906_03,N,1906,0,"c(-98.5852, 29.3296)",USGS-08181480,3.61
2014-06-09,TCEQMAIN-12293,Escherichia coli,16,1434_02,N,1434,0,"c(-97.1561, 30.0138)",USGS-08159500,421
2015-06-25,TCEQMAIN-11356,Escherichia coli,150,1014_01,Y,1014,1,"c(-95.5008, 29.7603)",NA,NA
2016-10-05,TCEQMAIN-12578,Escherichia coli,150,1802_01,N,1802,0,"c(-96.8842, 28.5058)",USGS-08188800,2770
2015-12-08,TCEQMAIN-16797,Escherichia coli,350,0605A_02,Y,0605A,0,"c(-95.7453, 32.3346)",NA,NA
2018-01-08,TCEQMAIN-17251,Escherichia coli,22,1428B_04,N,1428B,1,"c(-97.7105, 30.4098)",NA,NA
2018-02-01,TCEQMAIN-16593,Escherichia coli,500,1017B_02,Y,1017B,1,"c(-95.4681, 29.8462)",USGS-08074150,NA
2016-01-06,TCEQMAIN-11132,Escherichia coli,860,1007_02,N,1007,0,"c(-95.289, 29.6739)",USGS-08075500,NA
2014-11-17,TCEQMAIN-13690,Escherichia coli,48,0804_01,N,0804,0,"c(-95.6561, 31.3383)",USGS-08065350,740
2014-06-16,TCEQMAIN-11808,Escherichia coli,770,1221A_01,Y,1221A,0,"c(-98.224, 31.813)",NA,NA
2014-07-30,TCEQMAIN-11187,Escherichia coli,5,1002B_01,N,1002B,0,"c(-95.0997, 30.0558)",NA,NA
2012-01-25,TCEQMAIN-14256,Escherichia coli,17000,1911_09,Y,1911,1,"c(-98.4947, 29.3931)",USGS-08178000,43
2013-12-19,TCEQMAIN-11907,Escherichia coli,110,1218_02,Y,1218,0,"c(-97.5795, 31.0666)",NA,NA
2015-11-10,TCEQMAIN-12879,Escherichia coli,150,1911_01,N,1911,1,"c(-98.0644, 28.9515)",USGS-08183500,357
2018-01-08,TCEQMAIN-17910,Escherichia coli,24000,2431A_01,Y,2431A,0,"c(-95.002, 29.413)",NA,NA
2014-07-01,TCEQMAIN-15260,Escherichia coli,980,0405A_01,Y,0405A,0,"c(-95.2702, 33.0234)",NA,NA
2018-02-05,TCEQMAIN-20841,Escherichia coli,360,0612_02,Y,0612,0,"c(-94.4263, 31.7685)",NA,NA
2015-11-12,TCEQMAIN-11337,Escherichia coli,410,1011_01,Y,1011,1,"c(-95.1683, 30.2328)",USGS-08071000,37.2
2015-10-08,TCEQMAIN-11875,Escherichia coli,136,1209_02,N,1209,1,"c(-96.1818, 30.6074)",NA,NA
2015-12-16,TCEQMAIN-11724,Escherichia coli,250,1217A_01,N,1217A,0,"c(-97.9267, 30.9854)",NA,NA
2012-04-18,TCEQMAIN-13497,Escherichia coli,130,1248C_01,Y,1248C,0,"c(-97.5801, 30.6408)",NA,NA
2016-11-21,TCEQMAIN-12813,Escherichia coli,340,1903_02,Y,1903,0,"c(-98.4931, 29.2625)",NA,NA
2013-08-27,TCEQMAIN-12615,Escherichia coli,63,1806_04,N,1806,1,"c(-99.118, 30.011)",NA,NA
2017-12-11,TCEQMAIN-20650,Escherichia coli,12,2304_04,N,2304,0,"c(-99.5322, 27.5848)",NA,NA
2018-11-01,TCEQMAIN-12578,Escherichia coli,150,1802_01,N,1802,0,"c(-96.8842, 28.5058)",USGS-08188800,3000
2012-08-16,TCEQMAIN-11934,Escherichia coli,24,1221_07,N,1221,0,"c(-98.4593, 31.9578)",USGS-08099400,NA
2012-08-20,TCEQMAIN-11362,Escherichia coli,1800,1014_01,Y,1014,1,"c(-95.6056, 29.7618)",USGS-08073500,613
2014-07-29,TCEQMAIN-12983,Escherichia coli,130,2108_01,Y,2108,0,"c(-98.546, 28.5871)",USGS-08206700,0
2013-08-29,TCEQMAIN-20777,Escherichia coli,84,1902_01,Y,1902,0,"c(-97.8837, 28.9902)",NA,NA
2014-09-10,TCEQMAIN-12924,Escherichia coli,32,1913_02,N,1913,0,"c(-98.2307, 29.5508)",USGS-08185065,6.93
2015-01-14,TCEQMAIN-10428,Escherichia coli,1600,0506_01,N,0506,0,"c(-94.96, 32.5272)",USGS-08020000,908
2016-02-03,TCEQMAIN-21172,Escherichia coli,330,0214F_01,Y,0214F,0,"c(-98.6838, 33.9366)",NA,NA
2018-04-04,TCEQMAIN-17406,Escherichia coli,520,1810_03,Y,1810,0,"c(-97.7982, 29.9603)",NA,NA
2013-08-07,TCEQMAIN-12292,Escherichia coli,35,1434_01,N,1434,0,"c(-96.887, 29.901)",USGS-08160400,395
2015-01-06,TCEQMAIN-11250,Escherichia coli,31,1004_02,Y,1004,1,"c(-95.5114, 30.3142)",NA,NA
2017-08-22,TCEQMAIN-10332,Escherichia coli,170,0409_01,N,0409,0,"c(-94.3461, 32.713)",USGS-07346070,178
2013-10-08,TCEQMAIN-18456,Escherichia coli,130,0829_02,Y,0829,0,"c(-97.3586, 32.7322)",USGS-08047500,32.9
2017-07-17,TCEQMAIN-13700,Escherichia coli,37,1806_01,N,1806,1,"c(-98.3836, 29.8607)",USGS-08167500,53.3
2015-12-01,TCEQMAIN-10894,Escherichia coli,12,0802_01,N,0802,0,"c(-94.8183, 30.0575)",USGS-08067000,NA
2014-06-19,TCEQMAIN-17494,Escherichia coli,190,1014L_01,Y,1014L,1,"c(-95.7317, 29.7706)",NA,NA
2016-03-15,TCEQMAIN-10056,Escherichia coli,10,0103_02,N,0103,0,"c(-102.2611, 35.5207)",NA,NA
2018-02-22,TCEQMAIN-20742,Escherichia coli,870,1804A_01,Y,1804A,0,"c(-97.9908, 29.6713)",NA,NA
2018-06-20,TCEQMAIN-12436,Escherichia coli,310,1427_01,N,1427,0,"c(-97.6889, 30.178)",USGS-08159000,1.03
2014-06-12,TCEQMAIN-12790,Escherichia coli,52,1901_01,N,1901,1,"c(-97.214, 28.6132)",NA,NA
2013-07-18,TCEQMAIN-11128,Escherichia coli,13000,1007R_04,Y,1007R,1,"c(-95.2278, 29.7717)",NA,NA
2014-08-18,TCEQMAIN-17481,Escherichia coli,230,1009D_01,Y,1009D,1,"c(-95.508, 30.0329)",NA,NA
2012-11-16,TCEQMAIN-20454,Escherichia coli,190,1011_01,Y,1011,1,"c(-95.3259, 30.4296)",NA,NA
2015-11-02,TCEQMAIN-11172,Escherichia coli,16000,1007_08,N,1007,0,"c(-95.2097, 29.7146)",NA,NA
2012-07-03,TCEQMAIN-20153,Escherichia coli,1100,0409A_01,Y,0409A,0,"c(-95.017, 32.928)",NA,NA
2013-09-11,TCEQMAIN-10398,Escherichia coli,5,0503_01,N,0503,0,"c(-93.608, 30.7465)",USGS-08028500,519
2017-08-02,TCEQMAIN-14256,Escherichia coli,160,1911_09,Y,1911,1,"c(-98.4947, 29.3931)",USGS-08178000,25.8
2015-04-18,TCEQMAIN-11913,Escherichia coli,3200,1218_02,Y,1218,0,"c(-97.6717, 31.0994)",NA,NA
2013-01-31,TCEQMAIN-12663,Escherichia coli,42,1813_05,N,1813,0,"c(-98.1095, 29.9849)",NA,NA
2018-08-06,TCEQMAIN-17472,Escherichia coli,58,1414_05,N,1414,0,"c(-98.87, 30.2202)",USGS-08152900,0
2018-07-11,TCEQMAIN-10636,Escherichia coli,380,0612_01,Y,0612,0,"c(-94.3041, 31.5044)",USGS-08038000,NA
2014-07-21,TCEQMAIN-16654,Escherichia coli,120,1007L_01,Y,1007L,1,"c(-95.5058, 29.671)",USGS-08074810,94.1
2016-09-21,TCEQMAIN-10991,Escherichia coli,97,0819_01,Y,0819,0,"c(-96.485, 32.6383)",USGS-08062000,59.3
2016-05-05,TCEQMAIN-18735,Escherichia coli,170,1911B_01,Y,1911B,1,"c(-98.5148, 29.4149)",NA,NA
2018-03-14,TCEQMAIN-10076,Escherichia coli,27,0222A_01,N,0222A,0,"c(-100.6964, 34.9355)",USGS-07299890,1.6
2012-08-02,TCEQMAIN-11864,Escherichia coli,31,1206_03,N,1206,0,"c(-98.3023, 32.8632)",USGS-08089000,32.5
2015-08-20,TCEQMAIN-14197,Escherichia coli,920,1902_05,N,1902,0,"c(-98.1272, 29.3953)",NA,NA
2015-04-02,TCEQMAIN-12286,Escherichia coli,67,1402_02,N,1402,0,"c(-96.1, 29.308)",USGS-08162000,1170
2016-06-07,TCEQMAIN-18351,Escherichia coli,380,1402_05,N,1402,0,"c(-96.4173, 29.5803)",NA,NA
2013-01-15,TCEQMAIN-10859,Escherichia coli,24,0823C_01,Y,0823C,0,"c(-97.2506, 33.3592)",NA,NA
2016-10-20,TCEQMAIN-12832,Escherichia coli,86,1905_02,N,1905,0,"c(-99.1146, 29.7333)",NA,NA
2018-09-12,TCEQMAIN-17066,Escherichia coli,2400,1911_08,Y,1911,1,"c(-98.4895, 29.3799)",NA,NA
2013-12-19,TCEQMAIN-11724,Escherichia coli,45,1217A_01,N,1217A,0,"c(-97.9267, 30.9854)",NA,NA
2018-10-08,TCEQMAIN-12841,Escherichia coli,550,1906_05,N,1906,0,"c(-98.5774, 29.3558)",USGS-08181480,11.9
2012-03-06,TCEQMAIN-11864,Escherichia coli,1,1206_03,N,1206,0,"c(-98.3023, 32.8632)",USGS-08089000,83.7
2013-12-12,TCEQMAIN-11804,Escherichia coli,56,1221G_01,Y,1221G,0,"c(-97.5994, 31.3928)",NA,NA
2012-08-09,TCEQMAIN-12394,Escherichia coli,86,1417_01,N,1417,0,"c(-98.7407, 31.5175)",USGS-08143600,0
2018-07-24,TCEQMAIN-17679,Escherichia coli,21,0841K_01,Y,0841K,1,"c(-96.9853, 32.6923)",NA,NA
2016-11-01,TCEQMAIN-12074,Escherichia coli,52,1245_01,Y,1245,1,"c(-95.5477, 29.5498)",NA,NA
2014-12-01,TCEQMAIN-15059,Escherichia coli,270,0201D_01,N,0201D,0,"c(-94.1377, 33.5105)",NA,NA
2018-12-05,TCEQMAIN-12879,Escherichia coli,91,1911_01,N,1911,1,"c(-98.0644, 28.9515)",USGS-08183500,644
2017-08-31,TCEQMAIN-17675,Escherichia coli,46,0841N_01,Y,0841N,1,"c(-97.0031, 32.6907)",NA,NA
2012-11-06,TCEQMAIN-11188,Escherichia coli,9200,1014N_01,Y,1014N,1,"c(-95.5698, 29.7723)",NA,NA
2014-02-19,TCEQMAIN-18197,Escherichia coli,6,1415_06,N,1415,0,"c(-99.9022, 30.3438)",NA,NA
2015-05-27,TCEQMAIN-12879,Escherichia coli,1500,1911_01,N,1911,1,"c(-98.0644, 28.9515)",USGS-08183500,5090
2016-09-28,TCEQMAIN-11846,Escherichia coli,13,1202_02,N,1202,0,"c(-95.7575, 29.5822)",USGS-08114000,3480
2013-04-02,TCEQMAIN-11961,Escherichia coli,31000,1226_04,N,1226,0,"c(-98.035, 31.9772)",USGS-08094800,NA
2014-06-03,TCEQMAIN-12214,Escherichia coli,56,1406A_01,N,1406A,0,"c(-98.4719, 30.5584)",USGS-08152000,15.4
2018-07-31,TCEQMAIN-11846,Escherichia coli,5,1202_02,N,1202,0,"c(-95.7575, 29.5822)",USGS-08114000,648
2013-07-08,TCEQMAIN-11330,Escherichia coli,3400,1009_03,Y,1009,1,"c(-95.5121, 30.0067)",USGS-08068900,NA
2018-02-20,TCEQMAIN-20730,Escherichia coli,620,1008H_01,Y,1008H,1,"c(-95.5583, 30.0858)",USGS-08068325,33.1
2012-02-09,TCEQMAIN-17472,Escherichia coli,80,1414_05,N,1414,0,"c(-98.87, 30.2202)",USGS-08152900,6.97
2012-03-07,TCEQMAIN-11967,Escherichia coli,100,1227_01,N,1227,0,"c(-97.4025, 32.1506)",USGS-08092000,38.2
2013-09-19,TCEQMAIN-18759,Escherichia coli,48,1217F_01,N,1217F,0,"c(-97.7847, 30.9793)",NA,NA
2012-07-18,TCEQMAIN-17350,Escherichia coli,55,1425A_01,N,1425A,0,"c(-100.7414, 31.6612)",NA,NA
2018-10-04,TCEQMAIN-14929,Escherichia coli,170,1910_02,Y,1910,1,"c(-98.4142, 29.3964)",NA,NA
2016-11-29,TCEQMAIN-12185,Escherichia coli,12,1427A_01,N,1427A,0,"c(-97.7953, 30.1534)",NA,NA
2013-02-05,TCEQMAIN-18003,Escherichia coli,19,1226_03,N,1226,0,"c(-97.7579, 31.9903)",NA,NA
2017-04-26,TCEQMAIN-12038,Escherichia coli,580,1242_06,N,1242,0,"c(-97.0739, 31.5361)",USGS-08096500,1810
2013-07-10,TCEQMAIN-12881,Escherichia coli,160,1911_03,Y,1911,1,"c(-98.1741, 29.1102)",USGS-08183200,134
2014-06-11,TCEQMAIN-15059,Escherichia coli,160,0201D_01,N,0201D,0,"c(-94.1377, 33.5105)",NA,NA
2012-01-10,TCEQMAIN-20305,Escherichia coli,3600,1247A_01,Y,1247A,0,"c(-97.4712, 30.7217)",NA,NA
2012-01-17,TCEQMAIN-17676,Escherichia coli,1000,0841F_01,Y,0841F,1,"c(-97.0196, 32.7203)",NA,NA
2016-03-09,TCEQMAIN-12879,Escherichia coli,1400,1911_01,N,1911,1,"c(-98.0644, 28.9515)",USGS-08183500,312
2015-05-21,TCEQMAIN-21436,Escherichia coli,200,1218D_01,Y,1218D,0,"c(-97.6894, 31.1052)",NA,NA
2017-09-14,TCEQMAIN-12653,Escherichia coli,200,1811_01,Y,1811,0,"c(-98.125, 29.709)",USGS-08168710,283
2015-07-29,TCEQMAIN-12791,Escherichia coli,64,1901_02,Y,1901,1,"c(-97.3848, 28.6498)",USGS-08188500,272
2018-07-24,TCEQMAIN-13627,Escherichia coli,20,0604_05,N,0604,0,"c(-95.4311, 31.8924)",USGS-08032000,71.5
2018-02-12,TCEQMAIN-10096,Escherichia coli,27,0205A_01,Y,0205A,0,"c(-98.5418, 34.1033)",NA,NA
2017-02-07,TCEQMAIN-21126,Escherichia coli,130,1905A_01,N,1905A,0,"c(-99.3485, 29.8759)",USGS-08178861,NA
2013-10-09,TCEQMAIN-16861,Escherichia coli,160,0409_03,N,0409,0,"c(-94.7511, 32.673)",USGS-07346050,NA
2016-07-11,TCEQMAIN-15082,Escherichia coli,120,1811_02,N,1811,0,"c(-98.1339, 29.7097)",USGS-08168913,45.2
2015-07-08,TCEQMAIN-11897,Escherichia coli,32,1217_02,N,1217,0,"c(-98.0164, 31.0817)",USGS-08103800,42.6
2017-11-01,TCEQMAIN-12570,Escherichia coli,1600,1811A_01,Y,1811A,0,"c(-98.1294, 29.703)",USGS-08168797,2.36
2018-06-19,TCEQMAIN-13740,Escherichia coli,97,0821D_01,Y,0821D,0,"c(-96.609, 33.2438)",USGS-08058900,NA
2014-07-10,TCEQMAIN-11934,Escherichia coli,75,1221_07,N,1221,0,"c(-98.4593, 31.9578)",USGS-08099400,NA
2015-10-14,TCEQMAIN-12791,Escherichia coli,180,1901_02,Y,1901,1,"c(-97.3848, 28.6498)",USGS-08188500,191
2012-08-02,TCEQMAIN-14197,Escherichia coli,34,1902_05,N,1902,0,"c(-98.1272, 29.3953)",NA,NA
2016-12-14,TCEQMAIN-16731,Escherichia coli,170,1911_06,N,1911,1,"c(-98.4054, 29.24)",USGS-08181725,NA
2017-10-11,TCEQMAIN-15851,Escherichia coli,140,1007B_01,Y,1007B,1,"c(-95.5709, 29.7055)",USGS-08074760,25.8
2016-07-13,TCEQMAIN-14256,Escherichia coli,47,1911_09,Y,1911,1,"c(-98.4947, 29.3931)",USGS-08178000,22.4
2013-10-09,TCEQMAIN-17472,Escherichia coli,65,1414_05,N,1414,0,"c(-98.87, 30.2202)",USGS-08152900,0.49
2013-05-14,TCEQMAIN-12640,Escherichia coli,200,1810_01,Y,1810,0,"c(-97.6019, 29.6573)",NA,NA
2018-09-27,TCEQMAIN-11467,Escherichia coli,1800,1104_02,Y,1104,1,"c(-95.1701, 29.4359)",NA,NA
2016-07-18,TCEQMAIN-17674,Escherichia coli,450,0841F_01,Y,0841F,1,"c(-97.0073, 32.7261)",NA,NA
2017-04-12,TCEQMAIN-17976,Escherichia coli,2500,1007D_01,Y,1007D,1,"c(-95.465, 29.6198)",NA,NA
2018-07-05,TCEQMAIN-15781,Escherichia coli,81,1217B_01,N,1217B,0,"c(-98.1353, 31.0709)",NA,NA
2015-11-09,TCEQMAIN-11961,Escherichia coli,190,1226_04,N,1226,0,"c(-98.035, 31.9772)",USGS-08094800,NA
2012-12-26,TCEQMAIN-12616,Escherichia coli,17,1806_05,N,1806,1,"c(-99.1376, 30.0354)",NA,NA
2016-06-17,TCEQMAIN-15851,Escherichia coli,1300,1007B_01,Y,1007B,1,"c(-95.5709, 29.7055)",USGS-08074760,36.5
2015-10-29,TCEQMAIN-11332,Escherichia coli,2300,1009_02,Y,1009,1,"c(-95.5986, 29.9737)",USGS-08068800,79.3
2014-07-24,TCEQMAIN-11312,Escherichia coli,1400,1008_04,Y,1008,1,"c(-95.4058, 30.0921)",NA,NA
2018-06-14,TCEQMAIN-15852,Escherichia coli,580,1007B_01,Y,1007B,1,"c(-95.5519, 29.6896)",NA,NA
2018-11-20,TCEQMAIN-16676,Escherichia coli,10000,1016D_01,Y,1016D,1,"c(-95.2876, 29.9308)",NA,NA
2016-02-09,TCEQMAIN-12258,Escherichia coli,70,1414B_01,N,1414B,0,"c(-98.2499, 30.3828)",NA,NA
2016-11-07,TCEQMAIN-10247,Escherichia coli,420,0410_04,N,0410,0,"c(-94.5164, 33.0009)",NA,NA
2015-06-08,TCEQMAIN-12797,Escherichia coli,120,1902_01,Y,1902,0,"c(-97.8749, 28.9721)",NA,NA
2016-11-16,TCEQMAIN-20343,Escherichia coli,89,1229_02,N,1229,0,"c(-97.9221, 32.2802)",NA,NA
2016-05-24,TCEQMAIN-16805,Escherichia coli,340,1402H_01,N,1402H,0,"c(-96.4375, 29.5357)",NA,NA
2012-07-19,TCEQMAIN-12793,Escherichia coli,130,1901_03,Y,1901,1,"c(-97.6436, 28.7356)",NA,NA
2018-06-19,TCEQMAIN-18754,Escherichia coli,120,1216A_01,N,1216A,0,"c(-97.6649, 31.0352)",NA,NA
2016-09-20,TCEQMAIN-11951,Escherichia coli,11,1226_01,N,1226,0,"c(-97.369, 31.6439)",NA,NA
2016-07-06,TCEQMAIN-11875,Escherichia coli,52,1209_02,N,1209,1,"c(-96.1818, 30.6074)",NA,NA
2018-10-16,TCEQMAIN-13084,Escherichia coli,110,2202_04,Y,2202,0,"c(-98.192, 26.1473)",NA,NA
2018-01-30,TCEQMAIN-12054,Escherichia coli,95,1244_01,Y,1244,0,"c(-97.0784, 30.6939)",NA,NA
2015-01-07,TCEQMAIN-12924,Escherichia coli,13,1913_02,N,1913,0,"c(-98.2307, 29.5508)",USGS-08185065,12.6
2015-05-06,TCEQMAIN-12074,Escherichia coli,63,1245_01,Y,1245,1,"c(-95.5477, 29.5498)",NA,NA
2013-09-17,TCEQMAIN-15346,Escherichia coli,18,0607B_01,N,0607B,0,"c(-94.3892, 30.1893)",NA,NA
2017-04-19,TCEQMAIN-14211,Escherichia coli,5200,1902_02,Y,1902,0,"c(-97.919, 29.017)",USGS-08186000,352
2014-07-15,TCEQMAIN-17486,Escherichia coli,260,1113E_01,Y,1113E,1,"c(-95.0765, 29.6591)",NA,NA
2013-11-25,TCEQMAIN-16590,Escherichia coli,4600,1016B_01,Y,1016B,1,"c(-95.2626, 29.8659)",NA,NA
2013-01-03,TCEQMAIN-15878,Escherichia coli,1100,1007D_03,Y,1007D,1,"c(-95.3039, 29.6633)",USGS-08075500,NA
2014-06-04,TCEQMAIN-14908,Escherichia coli,23,1226C_01,N,1226C,0,"c(-97.6116, 31.8117)",NA,NA
2014-06-30,TCEQMAIN-12675,Escherichia coli,50,1815_01,N,1815,0,"c(-98.0908, 30.0028)",NA,NA
2016-06-08,TCEQMAIN-12293,Escherichia coli,91,1434_02,N,1434,0,"c(-97.1561, 30.0138)",USGS-08159500,25300
2015-10-26,TCEQMAIN-15250,Escherichia coli,1600,1217B_01,N,1217B,0,"c(-98.0507, 31.0854)",NA,NA
2016-01-13,TCEQMAIN-10399,Escherichia coli,10,0503_03,N,0503,0,"c(-93.519, 31.0644)",USGS-08026000,38000
2017-07-05,TCEQMAIN-11954,Escherichia coli,50,1226_01,N,1226,0,"c(-97.5072, 31.6786)",NA,NA
2015-07-15,TCEQMAIN-11187,Escherichia coli,2,1002B_01,N,1002B,0,"c(-95.0997, 30.0558)",NA,NA
2017-01-11,TCEQMAIN-10465,Escherichia coli,100,0513_01,Y,0513,0,"c(-93.794, 30.6052)",NA,NA
2016-03-28,TCEQMAIN-10231,Escherichia coli,22,0305_01,N,0305,0,"c(-95.5881, 33.4737)",USGS-07343000,53.8
2014-04-30,TCEQMAIN-15361,Escherichia coli,71,0610A_01,Y,0610A,0,"c(-94.151, 31.3962)",USGS-08039100,NA
2012-07-24,TCEQMAIN-11323,Escherichia coli,140,1008_02,Y,1008,1,"c(-95.7022, 30.0993)",NA,NA
2013-04-23,TCEQMAIN-12038,Escherichia coli,980,1242_06,N,1242,0,"c(-97.0739, 31.5361)",USGS-08096500,103
2018-10-02,TCEQMAIN-15848,Escherichia coli,260,1007B_01,Y,1007B,1,"c(-95.6438, 29.7148)",NA,NA
2018-02-26,TCEQMAIN-17674,Escherichia coli,2100,0841F_01,Y,0841F,1,"c(-97.0073, 32.7261)",NA,NA
2015-10-29,TCEQMAIN-11330,Escherichia coli,1100,1009_03,Y,1009,1,"c(-95.5121, 30.0067)",USGS-08068900,NA
2012-07-16,TCEQMAIN-10072,Escherichia coli,8,0299A_01,Y,0299A,0,"c(-100.2901, 35.4994)",NA,NA
2012-12-18,TCEQMAIN-12626,Escherichia coli,66,1808_03,N,1808,0,"c(-97.6509, 29.6661)",USGS-08172000,145
2014-09-23,TCEQMAIN-13648,Escherichia coli,130,1214_02,N,1214,0,"c(-97.2788, 30.6947)",USGS-08105700,1.05
2017-03-06,TCEQMAIN-12911,Escherichia coli,290,1911_09,Y,1911,1,"c(-98.4694, 29.4634)",USGS-08177700,1.26
2013-08-05,TCEQMAIN-12596,Escherichia coli,10,1804_04,N,1804,0,"c(-98.079, 29.673)",NA,NA
2017-04-03,TCEQMAIN-17134,Escherichia coli,80,1804_02,N,1804,0,"c(-97.8809, 29.5358)",USGS-08169792,1030
